-4.497713125000000000e+05 7.500000625000000000e+05 -2.668604375000000000e+05 5.864413125000000000e+05 1.003836562500000000e+05 -7.500001250000000000e+05 2.758593437500000000e+05 -7.500001250000000000e+05 -8.447265625000000000e-02 9.121093750000000000e-01 -3.552246093750000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.000000000000000000e+01 1.000000000000000000e+00 1.000000000000000000e+00
4.834988437500000000e+05 4.256006562500000000e+05 -7.487495625000000000e+05 4.347286562500000000e+05 -4.669817812500000000e+05 4.599095153808593750e+02 5.604140625000000000e+05 -6.665478125000000000e+04 -7.910156250000000000e-02 9.257812500000000000e-01 -3.730468750000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.000000000000000000e+01 2.000000000000000000e+00 1.000000000000000000e+00
7.500000625000000000e+05 1.691719531250000000e+05 -5.786730000000000000e+05 3.048378437500000000e+05 -6.510986875000000000e+05 7.500000625000000000e+05 2.426939062500000000e+05 7.500000625000000000e+05 -7.690429687500000000e-02 9.321289062500000000e-01 -3.759765625000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.000000000000000000e+01 3.000000000000000000e+00 1.000000000000000000e+00
7.500000625000000000e+05 6.663350000000000000e+04 5.008874218750000000e+04 4.389300000000000000e+05 -3.991226171875000000e+04 7.500000625000000000e+05 -2.505806875000000000e+05 7.500000625000000000e+05 -7.812500000000000000e-02 9.318847656250000000e-01 -3.740234375000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.000000000000000000e+01 4.000000000000000000e+00 1.000000000000000000e+00
7.500000625000000000e+05 2.286954531250000000e+05 7.500000625000000000e+05 5.763963750000000000e+05 4.329504375000000000e+05 7.500000625000000000e+05 1.813119921875000000e+04 7.500000625000000000e+05 -7.690429687500000000e-02 9.357910156250000000e-01 -3.742675781250000000e-01 -3.662109076976776123e-01 -1.220703050494194031e-01 -2.136230319738388062e-01 8.000000000000000000e+01 5.000000000000000000e+00 1.000000000000000000e+00
7.500000625000000000e+05 5.949782500000000000e+05 7.500000625000000000e+05 6.080726250000000000e+05 6.569753750000000000e+05 7.500000625000000000e+05 -3.432411875000000000e+05 7.500000625000000000e+05 -7.373046875000000000e-02 9.343261718750000000e-01 -3.811035156250000000e-01 -4.577636420726776123e-01 1.068115139007568359e+01 -9.857176780700683594e+00 8.000000000000000000e+01 6.000000000000000000e+00 1.000000000000000000e+00
7.500000625000000000e+05 7.500000625000000000e+05 6.271785625000000000e+05 6.256542500000000000e+05 7.472656250000000000e+05 7.500000625000000000e+05 -6.186966875000000000e+05 7.500000625000000000e+05 -7.299804687500000000e-02 9.357910156250000000e-01 -3.820800781250000000e-01 2.624511480331420898e+00 1.779174613952636719e+01 -1.403808498382568359e+01 8.000000000000000000e+01 7.000000000000000000e+00 1.000000000000000000e+00
7.500000625000000000e+05 7.500000625000000000e+05 6.154500625000000000e+05 6.322303125000000000e+05 7.500000625000000000e+05 7.500000625000000000e+05 -3.355270625000000000e+05 7.500000625000000000e+05 -7.324218750000000000e-02 9.353027343750000000e-01 -3.823242187500000000e-01 3.753661870956420898e+00 2.020263481140136719e+01 -1.562499904632568359e+01 8.000000000000000000e+01 8.000000000000000000e+00 1.000000000000000000e+00
7.500000625000000000e+05 7.500000625000000000e+05 7.290653750000000000e+05 6.354401875000000000e+05 6.921035625000000000e+05 7.500000625000000000e+05 -1.247861328125000000e+05 7.500000625000000000e+05 -7.641601562500000000e-02 9.370117187500000000e-01 -3.884277343750000000e-01 4.333495616912841797e+00 2.099609184265136719e+01 -1.620483207702636719e+01 8.000000000000000000e+01 9.000000000000000000e+00 1.000000000000000000e+00
7.500000625000000000e+05 7.500000625000000000e+05 7.500000625000000000e+05 7.500000625000000000e+05 5.759401875000000000e+05 7.500000625000000000e+05 -1.203149780273437500e+03 7.500000625000000000e+05 -7.446289062500000000e-02 9.404296875000000000e-01 -3.884277343750000000e-01 4.577636241912841797e+00 2.111816215515136719e+01 -1.638793754577636719e+01 8.000000000000000000e+01 1.000000000000000000e+01 1.000000000000000000e+00
7.121740000000000000e+05 7.500000625000000000e+05 7.500000625000000000e+05 7.500000625000000000e+05 4.699855000000000000e+05 7.500000625000000000e+05 6.277568359375000000e+04 7.479393750000000000e+05 -7.373046875000000000e-02 9.396972656250000000e-01 -3.864746093750000000e-01 4.638671398162841797e+00 2.105712699890136719e+01 -1.626586723327636719e+01 8.000000000000000000e+01 1.100000000000000000e+01 1.000000000000000000e+00
